Policy_Id,Policy_State,Policy_Deductible,Insured_Sex,Incident_Severity,Vehicle_Claim_Amount,Vehicle_Age,Num_Of_Claims,Customer_Tenure,Fraud_Reported
POL101337,PA,500,Male,Minor,1603.15,3,0,4,0
POL103901,TX,1750,Female,Major,4876.72,10,4,6,1
POL103010,FL,1000,Female,Major,4962.45,4,0,4,0
POL105041,FL,500,Female,Major,5529.93,14,0,5,1
POL108918,TX,1000,Male,Minor,1894.05,12,4,6,0
POL102250,CA,1000,Female,Trivial,509.15,12,1,6,0
POL105039,OH,1000,Female,Major,6648.27,15,1,1,1
POL102346,PA,500,Male,Trivial,597.18,4,1,7,1
POL109377,TX,1000,Female,Major,4787.03,6,0,8,0
POL105485,OH,1750,Female,Major,5384.51,10,2,4,1
POL102784,OH,1000,Male,Major,5428.39,5,0,8,0
POL105694,IL,500,Male,Minor,1853.28,5,0,8,0
POL105119,NY,1000,Male,Trivial,418.95,2,1,3,0
POL107720,FL,1750,Male,Minor,1716.31,10,1,7,0
POL105555,IL,1750,Female,Major,5820.88,4,1,6,0
POL105599,IL,500,Male,Total Loss,10724.403749999998,19,1,5,1
POL106834,OH,1000,Female,Total Loss,10724.403749999998,4,2,2,0
POL100150,OH,1750,Male,Minor,1729.7,7,0,7,0
POL102804,FL,1750,Female,Trivial,526.1,15,3,2,0
POL106010,IL,500,Male,Minor,1067.28,16,1,2,0
POL102086,CA,1000,Male,Major,5632.28,17,0,4,1
POL103751,OH,500,Male,Minor,1359.18,2,1,1,0
POL105612,IL,500,Male,Minor,1335.53,10,0,1,0
POL102259,TX,1750,Female,Major,3650.39,13,1,3,1
POL104017,OH,500,Female,Major,6441.95,16,1,7,1
POL107741,NY,500,Female,Major,4232.68,4,0,4,0
POL106201,TX,1000,Male,Major,5151.1,11,1,5,0
POL102424,NY,1000,Male,Major,5320.01,10,0,3,1
POL104138,PA,1000,Female,Trivial,564.77,19,0,6,0
POL103856,TX,500,Female,Major,5867.99,17,1,8,1
POL100859,CA,1000,Female,Minor,1443.48,9,2,8,0
POL105367,TX,1000,Male,Trivial,540.46,3,4,2,1
POL108419,CA,1750,Female,Total Loss,10724.403749999998,9,2,5,1
POL108307,TX,1000,Male,Minor,1373.59,18,3,4,1
POL107488,FL,1750,Male,Trivial,445.94,6,0,3,0
POL108655,TX,1000,Female,Major,4623.23,16,3,6,1
POL104739,PA,1000,Female,Minor,1291.24,12,0,1,0
POL108686,TX,1000,Male,Trivial,509.57,17,0,9,0
POL104462,OH,500,Male,Minor,1444.26,16,2,9,0
POL105528,TX,1000,Male,Minor,1731.09,14,1,9,1
POL101364,IL,500,Male,Minor,1283.35,3,2,8,0
POL101779,IL,1000,Male,Minor,1366.6,13,0,3,0
POL106006,FL,1000,Male,Major,4940.14,17,1,7,1
POL104785,TX,1000,Male,Minor,1126.8,1,1,9,0
POL106482,PA,500,Male,Minor,1708.51,6,1,7,1
POL101818,PA,1000,Female,Minor,1432.69,1,3,7,0
POL107974,FL,1000,Male,Major,4588.84,14,1,1,0
POL104937,FL,1750,Female,Major,4623.56,8,0,1,1
POL102704,IL,500,Female,Trivial,433.73,1,2,9,0
POL105285,IL,1000,Male,Major,4114.72,4,1,8,0
POL100175,NY,500,Male,Minor,1503.35,5,3,8,0
POL108031,PA,1000,Female,Major,5411.34,9,2,4,1
POL102093,FL,1750,Male,Major,4836.86,3,0,9,1
POL108880,FL,500,Male,Trivial,485.65,11,2,8,0
POL103491,PA,500,Female,Total Loss,10724.403749999998,3,0,3,1
POL101920,PA,1750,Male,Trivial,609.68,2,0,8,0
POL100082,TX,1000,Male,Major,5390.07,7,0,1,1
POL100816,FL,1750,Male,Major,5214.29,9,1,1,0
POL108693,CA,1000,Male,Trivial,538.84,3,1,1,0
POL107522,FL,1000,Male,Minor,1761.41,8,0,9,0
POL104396,NY,1750,Male,Total Loss,10724.403749999998,18,2,4,1
POL108985,PA,1000,Female,Total Loss,10724.403749999998,16,0,3,1
POL105568,IL,500,Male,Major,3298.03,6,3,1,0
POL100283,CA,1750,Male,Minor,1555.05,14,0,6,0
POL104120,NY,1000,Male,Trivial,490.14,11,0,3,1
POL107649,FL,1750,Female,Trivial,406.33,11,3,4,0
POL100609,PA,1750,Female,Trivial,530.6,7,0,5,0
POL102915,PA,1000,Female,Minor,1801.91,13,0,1,1
POL101813,CA,500,Male,Trivial,460.29,5,2,1,1
POL101271,OH,500,Male,Minor,1390.21,18,2,3,1
POL106061,TX,500,Female,Major,5452.03,17,0,3,1
POL109693,IL,1000,Female,Major,5827.78,19,2,1,1
POL102994,CA,1000,Male,Trivial,533.85,10,0,9,0
POL107275,OH,1000,Male,Minor,1822.56,15,1,7,0
POL106859,PA,500,Female,Trivial,562.02,18,0,1,1
POL107524,TX,500,Male,Trivial,497.19,9,2,3,0
POL102642,IL,1000,Male,Major,5016.67,18,4,1,0
POL106707,FL,1750,Male,Trivial,509.94,3,2,6,0
POL104508,FL,1750,Female,Major,4216.01,4,1,6,0
POL102305,TX,500,Male,Minor,1552.57,6,2,8,0
POL108842,NY,1750,Male,Minor,1555.67,15,1,7,1
POL106408,FL,1000,Female,Major,4715.71,16,1,8,0
POL104195,NY,500,Male,Total Loss,10724.403749999998,13,0,7,1
POL105562,NY,1000,Male,Major,6288.84,18,0,3,0
POL104840,OH,500,Male,Major,3828.45,2,2,4,0
POL104655,NY,1750,Male,Major,5332.6,11,0,5,0
POL108257,OH,1000,Male,Minor,1800.66,9,0,5,0
POL104168,TX,500,Female,Major,4856.47,6,0,9,0
POL103849,CA,500,Male,Total Loss,10724.403749999998,2,0,3,1
POL109945,NY,1000,Male,Minor,1200.92,12,0,4,1
POL108490,IL,1750,Female,Minor,1738.93,4,0,6,0
POL105253,CA,1000,Female,Trivial,367.72,3,2,1,0
POL108059,FL,1000,Female,Minor,1679.59,3,0,7,0
POL105533,IL,500,Male,Trivial,412.22,3,1,2,1
POL102414,FL,500,Female,Total Loss,10724.403749999998,16,0,5,1
POL103554,CA,1750,Male,Minor,1521.53,18,0,4,0
POL104691,TX,500,Female,Minor,1342.27,4,0,1,0
POL104498,NY,1000,Female,Major,4175.58,16,2,4,0
POL102195,TX,1000,Female,Minor,1831.7,6,0,1,0
POL105045,PA,1000,Male,Minor,1605.48,7,0,2,1
POL102600,PA,500,Female,Major,4828.95,1,1,6,0
POL101518,NY,1000,Male,Minor,1577.67,10,0,6,0
POL104764,FL,1750,Female,Trivial,441.81,1,0,6,0
POL104314,OH,1000,Male,Major,6234.0,12,1,8,0
POL103366,TX,500,Male,Trivial,508.55,10,1,8,0
POL108124,NY,1000,Female,Minor,1288.6,8,0,8,0
POL102633,NY,1000,Female,Trivial,503.45,12,2,8,0
POL107260,NY,1000,Male,Minor,1565.63,15,2,9,0
POL105633,NY,1000,Male,Minor,1598.75,6,0,5,1
POL108282,OH,500,Male,Trivial,448.87,12,0,4,0
POL108882,CA,1000,Female,Major,5699.13,1,1,4,1
POL102434,OH,500,Male,Minor,1437.88,16,0,4,0
POL108365,IL,500,Female,Minor,1294.62,12,2,9,0
POL106915,NY,1000,Female,Minor,1724.93,2,1,9,0
POL108275,IL,1000,Male,Minor,1768.82,14,1,8,0
POL106765,OH,500,Male,Trivial,565.61,13,2,1,0
POL104520,OH,1000,Female,Trivial,453.66,18,1,8,1
POL105587,FL,1000,Male,Minor,1455.95,18,0,2,0
POL103545,NY,1000,Male,Minor,1719.81,11,1,7,0
POL106104,CA,1000,Male,Minor,1489.25,16,0,2,0
POL107070,TX,1000,Female,Minor,1813.42,18,2,8,1
POL108898,CA,500,Male,Minor,1909.97,11,3,6,0
POL105531,CA,1000,Female,Minor,1239.64,8,1,4,0
POL105444,CA,1000,Female,Major,5580.09,4,2,1,0
POL100517,IL,1000,Female,Total Loss,10724.403749999998,10,0,2,1
POL106253,CA,500,Female,Total Loss,10724.403749999998,9,0,2,1
POL107023,IL,500,Male,Major,6591.11,9,2,5,1
POL109176,NY,1000,Male,Major,5266.37,10,0,5,1
POL108137,OH,1750,Male,Major,5561.37,14,2,5,1
POL101415,OH,1000,Male,Minor,1449.31,5,0,5,0
POL104664,IL,500,Male,Trivial,500.07,14,0,8,1
POL104456,PA,500,Female,Major,5239.54,11,1,2,1
POL102761,CA,1000,Female,Major,4217.48,4,1,3,0
POL105911,OH,1000,Male,Trivial,388.9,7,1,4,0
POL104855,NY,1750,Male,Minor,1474.96,6,0,1,1
POL100127,OH,1750,Male,Minor,1843.75,11,0,9,0
POL103474,IL,1000,Male,Trivial,539.56,15,1,4,0
POL108146,TX,1000,Female,Total Loss,10724.403749999998,12,1,7,1
POL104310,NY,500,Female,Trivial,446.88,4,3,2,0
POL102438,FL,500,Male,Total Loss,10724.403749999998,6,1,7,1
POL103765,NY,1000,Female,Minor,1375.15,4,3,5,0
POL107958,NY,500,Male,Minor,1391.85,9,1,1,1
POL106032,IL,1750,Male,Trivial,540.52,6,2,5,0
POL107589,CA,1000,Female,Minor,1763.08,12,0,6,0
POL106360,CA,1000,Male,Major,4973.58,13,1,4,0
POL109868,OH,1000,Male,Trivial,482.69,12,0,7,0
POL101473,TX,1000,Female,Major,5779.87,15,1,9,1
POL104821,NY,500,Male,Minor,1359.37,12,1,7,0
POL107075,NY,500,Male,Minor,1991.08,9,1,1,1
POL103560,TX,500,Female,Major,3768.82,7,0,6,1
POL103951,IL,1000,Female,Minor,1433.13,14,2,6,0
POL100049,NY,1750,Female,Total Loss,10724.403749999998,17,1,7,1
POL105437,IL,500,Male,Minor,1344.4,2,2,5,1
POL109996,OH,500,Female,Major,5024.25,16,0,6,1
POL100887,NY,500,Male,Major,4810.23,4,0,6,0
POL102616,TX,500,Female,Major,5523.08,15,0,1,1
POL100516,TX,1000,Male,Minor,1355.8,10,1,9,0
POL103168,IL,1000,Male,Major,5246.89,15,0,8,1
POL102949,OH,500,Female,Trivial,427.49,19,0,1,1
POL101424,OH,1750,Male,Minor,1489.74,12,0,9,0
POL100139,OH,1000,Male,Minor,1581.13,16,0,8,0
POL101924,IL,500,Female,Trivial,618.67,10,0,7,0
POL102378,TX,1000,Female,Minor,1287.1,9,1,3,0
POL103197,OH,1000,Female,Trivial,465.02,14,1,4,0
POL105131,FL,1750,Female,Major,5381.51,7,0,1,0
POL100112,OH,1000,Male,Major,5317.31,1,0,7,1
POL104559,OH,500,Male,Major,6136.57,18,3,7,1
POL104595,PA,1750,Female,Total Loss,10724.403749999998,7,1,1,1
POL107466,IL,1000,Male,Trivial,444.16,19,1,6,0
POL103250,FL,1000,Female,Trivial,501.32,2,1,6,0
POL104690,TX,1750,Male,Trivial,513.7,13,2,1,0
POL109488,CA,1000,Female,Major,5617.36,13,1,5,1
POL107942,OH,1000,Male,Minor,4045.27,14,0,4,1
POL104546,CA,1000,Male,Major,4633.72,1,1,9,0
POL106974,FL,500,Female,Total Loss,10724.403749999998,10,1,7,1
POL103277,FL,1000,Female,Major,5299.94,4,2,2,0
POL106428,NY,1000,Male,Trivial,587.94,4,0,6,0
POL108811,TX,1750,Male,Minor,1395.99,4,0,8,0
POL104068,PA,1000,Female,Trivial,631.89,4,0,6,0
POL104408,TX,1750,Male,Trivial,518.27,11,1,5,0
POL106296,TX,500,Female,Minor,1193.1,19,1,5,1
POL108885,PA,1000,Male,Minor,1308.83,17,1,1,0
POL107552,PA,1000,Female,Major,5152.49,8,2,2,0
POL103222,CA,1000,Male,Minor,1651.17,5,0,6,0
POL108298,CA,500,Male,Major,4634.66,16,1,5,1
POL100451,FL,1750,Female,Major,5477.88,1,2,5,0
POL103731,OH,1000,Male,Trivial,540.26,5,0,4,1
POL109047,FL,1000,Male,Trivial,528.64,19,3,4,0
POL104986,IL,1000,Female,Trivial,498.3,7,1,7,0
POL103663,CA,1000,Female,Total Loss,9577.33,14,2,1,1
POL102763,TX,1000,Female,Major,3892.9,10,1,5,0
POL100658,PA,1000,Male,Major,4607.42,13,1,7,1
POL107847,FL,1000,Male,Minor,1467.16,19,1,8,1
POL104620,OH,1750,Male,Minor,1955.06,18,0,9,0
POL100999,TX,1000,Male,Total Loss,10724.403749999998,12,2,2,1
POL100389,IL,1750,Male,Total Loss,10724.403749999998,6,1,6,0
POL103407,OH,1750,Female,Total Loss,10724.403749999998,8,0,4,1
POL101476,IL,1000,Male,Major,5536.97,6,1,5,1
POL102240,IL,500,Female,Major,5159.74,4,3,4,1
POL102386,TX,1000,Female,Total Loss,10724.403749999998,5,1,3,1
POL109234,IL,1000,Female,Minor,1508.43,2,3,5,0
POL100992,NY,1750,Female,Major,5032.72,8,1,6,1
POL104997,TX,500,Female,Minor,1546.44,12,1,4,0
POL103922,IL,500,Male,Major,4610.13,2,1,3,1
POL102972,IL,1750,Male,Minor,1208.08,7,0,1,0
POL103386,NY,1000,Male,Major,6500.23,14,1,9,1
POL108060,PA,500,Male,Minor,1615.66,2,4,7,1
POL108263,CA,1750,Male,Trivial,520.39,16,3,1,1
POL104769,TX,500,Female,Major,5344.09,2,0,1,1
POL101293,PA,1000,Male,Major,4661.37,15,1,2,1
POL101824,PA,1750,Male,Major,4117.13,5,1,3,0
POL102873,TX,500,Female,Major,4334.28,19,0,9,1
POL104173,FL,1750,Male,Major,5089.92,7,1,8,0
POL102535,IL,1000,Female,Minor,1465.81,12,2,5,1
POL109227,OH,1000,Female,Major,6315.51,6,0,8,1
POL101907,TX,1000,Male,Minor,1293.03,2,4,8,0
POL100042,CA,500,Female,Minor,1345.73,10,2,8,0
POL109588,TX,1000,Male,Minor,1353.03,10,4,6,1
POL100368,NY,1000,Male,Major,4606.04,4,1,2,1
POL101151,IL,1000,Female,Trivial,490.95,8,3,6,0
POL107927,OH,500,Male,Trivial,447.26,7,0,8,0
POL107435,OH,1000,Male,Minor,1195.11,14,1,7,0
POL107065,PA,1000,Male,Major,4278.73,16,0,5,0
POL106661,TX,500,Male,Major,5207.38,5,0,6,0
POL107695,PA,1000,Male,Minor,1489.77,5,3,8,0
POL104160,FL,500,Female,Total Loss,10724.403749999998,14,1,2,1
POL104287,FL,1750,Female,Trivial,511.82,3,0,2,0
POL107950,OH,1000,Male,Minor,1614.83,13,1,8,1
POL108812,IL,500,Male,Major,6984.79,5,3,1,1
POL100174,PA,500,Male,Minor,1592.69,16,1,7,0
POL101903,CA,1000,Male,Total Loss,10724.403749999998,19,2,6,1
POL101099,TX,1750,Female,Trivial,419.44,14,0,8,0
POL108240,IL,1000,Female,Minor,1527.84,15,0,1,1
POL103408,NY,500,Male,Total Loss,10724.403749999998,16,0,3,1
POL101538,NY,1000,Male,Minor,1524.08,15,2,8,0
POL102292,NY,1750,Male,Major,4459.69,17,1,1,0
POL109395,CA,1000,Male,Minor,1226.8,9,0,7,1
POL101363,PA,1000,Male,Major,5345.06,19,0,2,0
POL108970,CA,1000,Male,Minor,1524.07,1,1,5,0
POL107618,OH,1750,Male,Minor,1362.69,9,1,9,0
POL105260,NY,1000,Male,Total Loss,10724.403749999998,6,0,5,1
POL106973,TX,1750,Female,Minor,1337.11,7,1,1,0
POL109034,FL,1000,Male,Minor,1520.7,13,0,6,0
POL100680,IL,1000,Male,Major,4139.98,3,1,4,0
POL109410,NY,1000,Male,Trivial,399.18,15,1,7,0
POL107819,FL,500,Female,Minor,1685.66,17,0,3,0
POL103664,FL,1000,Female,Minor,1614.82,16,1,5,0
POL101661,FL,1750,Male,Minor,1325.79,3,1,3,0
POL100508,OH,1000,Male,Major,4189.87,8,0,7,1
POL100166,TX,1000,Male,Major,4126.92,5,4,7,0
POL105497,OH,500,Male,Minor,1720.72,8,1,5,0
POL108387,TX,500,Male,Total Loss,10724.403749999998,8,0,8,1
POL101006,PA,1000,Female,Major,4523.83,9,1,9,0
POL108440,NY,1000,Female,Major,5846.42,3,1,7,1
POL101914,TX,1750,Female,Minor,1530.83,2,0,7,1
POL103494,PA,1000,Female,Trivial,586.66,18,2,7,1
POL109731,IL,1000,Male,Major,4559.85,7,0,2,0
POL109848,FL,500,Male,Major,5417.33,11,0,5,1
POL106596,CA,500,Male,Major,5372.1,5,4,2,1
POL104990,OH,1750,Male,Trivial,545.96,1,0,5,0
POL102536,IL,1000,Male,Minor,1437.1,6,1,6,0
POL101104,OH,1000,Male,Minor,1224.34,18,2,5,0
POL103875,TX,500,Female,Major,4945.14,6,0,9,0
POL108235,FL,1000,Male,Trivial,407.83,14,0,2,0
POL101752,CA,1000,Female,Minor,1584.97,12,1,3,0
POL105310,TX,1750,Female,Trivial,467.18,15,1,1,0
POL105952,IL,1000,Male,Total Loss,10724.403749999998,13,0,2,1
POL107132,PA,1000,Female,Major,5104.38,19,2,7,1
POL102916,IL,1000,Female,Trivial,571.72,2,1,8,0
POL108216,FL,1000,Male,Major,4930.04,5,3,7,0
POL105754,OH,1750,Female,Minor,1324.8,16,1,3,0
POL100152,CA,500,Male,Major,6368.27,19,1,3,1
POL107862,CA,500,Female,Major,4496.46,12,1,6,1
POL105679,NY,1000,Female,Trivial,609.8,2,0,6,0
POL103907,TX,500,Male,Major,3988.39,10,0,4,1
POL109230,FL,1000,Male,Minor,1648.73,16,0,4,0
POL102552,IL,500,Female,Minor,1945.24,4,0,9,0
POL102773,FL,1000,Male,Total Loss,10724.403749999998,11,0,3,1
POL109399,CA,1000,Male,Minor,1856.61,18,0,7,0
POL103551,CA,1000,Male,Trivial,455.37,10,0,5,0
POL103722,OH,500,Male,Minor,1351.77,1,3,8,1
POL106795,NY,500,Male,Major,5281.78,13,1,7,1
POL100520,FL,1000,Male,Trivial,583.19,12,0,1,0
POL108806,TX,1750,Female,Minor,1647.69,8,2,8,0
POL104538,CA,1750,Male,Minor,1211.49,7,0,6,1
POL106935,FL,1000,Female,Minor,1748.6,3,0,1,0
POL101822,PA,1000,Male,Minor,1489.03,13,1,1,1
POL104086,CA,1000,Male,Major,4984.43,19,0,4,0
POL108461,OH,1750,Male,Minor,1568.38,1,2,1,0
POL108834,OH,1000,Female,Major,4565.56,19,1,5,1
POL107498,NY,1000,Female,Minor,1253.84,11,2,2,1
POL107915,NY,500,Female,Minor,1824.07,8,1,8,1
POL100309,NY,1000,Female,Minor,1286.6,4,0,4,0
POL107893,TX,1000,Male,Major,6397.02,9,0,2,0
POL106620,CA,1000,Female,Minor,1323.44,16,1,3,0
POL107482,TX,1000,Male,Major,5048.44,7,1,4,0
POL103599,PA,1750,Male,Total Loss,10724.403749999998,15,0,7,1
POL103622,NY,1750,Male,Trivial,538.76,6,1,7,0
POL103811,FL,500,Male,Major,5985.08,7,0,5,0
POL106005,OH,500,Female,Minor,1434.87,3,1,9,0
POL103450,FL,1000,Male,Major,5558.36,18,0,2,0
POL104591,NY,1750,Female,Major,5298.31,18,0,4,0
POL100205,CA,500,Male,Trivial,580.31,16,0,7,1
POL109938,OH,1000,Male,Trivial,631.18,10,0,4,0
POL101135,CA,500,Male,Major,3918.22,18,2,6,0
POL109479,CA,1750,Female,Total Loss,10724.403749999998,14,0,1,1
POL102749,PA,1000,Male,Major,4135.66,5,0,5,0
POL103613,IL,500,Male,Minor,1358.01,5,1,3,0
POL100305,OH,1000,Female,Minor,1562.77,16,1,4,0
POL101849,PA,1750,Male,Major,4775.74,3,1,2,1
POL106597,NY,1000,Male,Trivial,539.37,11,1,5,0
POL109162,IL,1000,Female,Total Loss,10724.403749999998,13,3,4,1
POL101988,TX,1000,Male,Minor,1180.73,13,3,3,0
POL103240,TX,500,Female,Major,5377.27,13,2,9,0
POL102798,OH,1000,Female,Major,5892.0,10,3,7,1
POL104515,TX,500,Male,Total Loss,10724.403749999998,12,1,8,1
POL105630,IL,1000,Male,Minor,1199.58,12,1,9,0
POL107886,NY,1000,Male,Minor,1410.0,6,2,1,1
POL103109,PA,500,Male,Total Loss,10724.403749999998,14,0,5,1
POL104939,IL,1000,Male,Major,6701.31,4,2,7,1
POL104059,OH,1750,Male,Major,3768.44,13,2,2,1
POL101987,FL,500,Male,Major,5592.53,13,1,7,1
POL107323,IL,500,Male,Major,5340.65,7,1,4,1
POL109636,OH,500,Male,Minor,1849.06,6,0,4,0
POL109276,NY,1750,Male,Major,5632.08,2,1,1,0
POL100383,OH,1750,Male,Total Loss,10724.403749999998,15,2,7,1
POL105634,NY,1000,Male,Minor,1578.97,19,1,4,0
POL104307,PA,500,Male,Major,5623.49,2,1,2,1
POL103388,CA,1000,Male,Trivial,529.76,8,0,9,0
POL103156,OH,500,Male,Minor,1736.66,2,1,9,0
POL106053,TX,1000,Male,Minor,1777.88,17,0,9,0
POL102727,NY,1750,Male,Major,4538.89,4,1,5,0
POL106481,FL,1000,Female,Minor,1612.03,13,0,7,0
POL106426,OH,500,Male,Major,4548.04,18,1,2,1
POL108776,OH,500,Female,Major,4699.4,3,2,7,1
POL108390,PA,500,Male,Trivial,520.94,3,0,7,0
POL106180,FL,1750,Female,Major,5387.9,5,0,3,0
POL103832,IL,1000,Male,Minor,1368.95,17,0,4,0
POL108797,FL,1750,Female,Major,4676.02,19,0,1,0
POL104776,CA,500,Female,Minor,1584.57,18,1,4,0
POL104276,TX,500,Male,Minor,1375.74,8,0,6,0
POL100253,TX,1000,Male,Minor,1111.36,11,0,2,0
POL106319,CA,1000,Female,Minor,1341.97,10,1,6,0
POL107456,PA,1750,Male,Minor,1872.37,10,1,1,0
POL100278,IL,1000,Female,Minor,1010.0,6,0,6,1
POL103252,PA,1000,Female,Minor,1282.17,17,4,5,1
POL102480,NY,1750,Female,Trivial,511.16,6,3,2,1
POL100289,FL,500,Female,Major,6463.0,19,2,8,1
POL109301,FL,1000,Male,Minor,1372.93,2,1,4,0
POL103075,OH,1000,Female,Minor,1567.83,13,3,3,0
POL104073,PA,1750,Male,Major,5701.86,5,2,2,1
POL107768,CA,1000,Male,Major,4900.85,1,0,9,1
POL106554,IL,1750,Female,Minor,1606.54,17,0,3,0
POL106108,NY,500,Female,Trivial,498.64,7,1,3,0
POL105089,CA,1000,Male,Major,5411.27,12,0,5,1
POL106838,NY,500,Female,Total Loss,10724.403749999998,8,0,1,1
POL108062,OH,1750,Male,Minor,1539.02,10,0,5,0
POL109815,PA,1000,Female,Major,4725.42,4,0,2,0
POL108491,CA,500,Male,Minor,1552.81,6,0,7,0
POL109051,FL,500,Male,Minor,1524.58,9,2,1,0
POL107928,IL,1000,Female,Major,5350.54,9,1,2,1
POL107929,NY,1750,Male,Major,5148.27,3,5,3,1
POL100270,IL,1000,Male,Minor,1387.56,13,0,4,0
POL106009,NY,1000,Male,Minor,1659.27,1,0,3,0
POL104570,FL,500,Male,Total Loss,10724.403749999998,8,3,1,1
POL109049,FL,1000,Male,Total Loss,10724.403749999998,16,1,7,1
POL108181,NY,500,Female,Trivial,416.96,14,3,8,1
POL102971,NY,1750,Female,Minor,1671.57,11,0,7,0
POL106341,PA,1000,Female,Minor,1917.42,12,3,9,0
POL108860,FL,500,Male,Trivial,470.39,17,2,8,0
POL104207,FL,1750,Female,Major,5032.6,5,1,9,1
POL103218,IL,1750,Male,Minor,1470.17,12,1,9,0
POL101391,CA,500,Male,Trivial,420.77,9,1,4,0
POL103975,OH,500,Female,Total Loss,10724.403749999998,14,1,7,1
POL104316,IL,500,Female,Trivial,503.19,2,0,1,0
POL107485,PA,1000,Male,Minor,1547.98,8,2,2,0
POL107512,CA,500,Male,Total Loss,10724.403749999998,3,0,7,1
POL108925,FL,1000,Female,Major,5259.48,9,1,7,0
POL100083,CA,1000,Female,Minor,1720.58,7,1,3,0
POL100873,TX,500,Female,Major,4624.41,5,0,3,1
POL109703,IL,1000,Female,Trivial,615.67,19,1,8,0
POL109769,NY,1000,Male,Major,5524.89,16,0,3,1
POL104557,PA,1000,Male,Minor,1706.97,7,2,3,0
POL104500,FL,1000,Male,Minor,1347.21,2,2,1,0
POL104647,NY,1000,Male,Minor,1329.57,15,0,2,1
POL102038,NY,1000,Male,Minor,1447.63,8,2,3,0
POL109792,CA,1000,Female,Trivial,493.02,17,0,5,1
POL107653,IL,1750,Female,Minor,1375.01,8,0,9,0
POL102450,NY,1750,Male,Major,4367.08,1,0,7,1
POL103954,NY,1750,Male,Minor,1349.62,14,1,4,0
POL102329,CA,500,Female,Minor,1761.9,8,0,6,0
POL109219,CA,500,Male,Minor,1359.48,17,1,8,1
POL109261,FL,1750,Male,Major,4270.71,11,0,6,1
POL105042,NY,500,Male,Minor,1710.47,4,1,8,0
POL109459,TX,500,Male,Major,4592.65,11,3,5,0
POL104746,NY,1000,Male,Minor,1524.79,11,2,7,0
POL109462,IL,1000,Male,Trivial,612.46,2,0,7,0
POL108313,PA,500,Male,Trivial,545.23,13,0,3,0
POL109056,OH,1000,Female,Major,5337.08,15,2,9,1
POL106792,TX,1750,Male,Minor,1768.26,2,1,5,0
POL106505,IL,1000,Male,Trivial,452.14,14,2,7,0
POL102401,CA,1000,Male,Major,4436.21,3,1,9,1
POL105520,IL,500,Male,Minor,1731.63,16,2,2,1
POL101216,CA,1000,Female,Minor,1839.17,11,0,4,0
POL109602,NY,1000,Male,Major,5264.17,9,0,6,1
POL106020,TX,1000,Female,Minor,1230.77,15,2,8,0
POL107216,FL,500,Female,Trivial,574.35,15,0,3,0
POL101064,TX,500,Female,Total Loss,10724.403749999998,6,1,4,0
POL103786,FL,1000,Female,Total Loss,10724.403749999998,7,2,9,1
POL104410,CA,1000,Female,Major,5928.78,14,2,2,1
POL107018,TX,1000,Male,Minor,1459.56,17,1,5,0
POL108593,OH,1000,Female,Minor,1293.17,10,2,8,0
POL105523,FL,1750,Male,Trivial,346.11,11,1,6,0
POL105996,FL,1000,Female,Trivial,567.9,17,1,1,0
POL108926,FL,1000,Male,Major,4883.02,6,1,4,1
POL105888,IL,1000,Male,Minor,1582.07,10,0,4,0
POL102161,PA,1000,Male,Minor,1335.83,17,2,3,0
POL103008,PA,500,Male,Minor,1624.27,5,1,7,1
POL101105,NY,500,Male,Total Loss,10724.403749999998,9,0,7,1
POL108978,PA,500,Female,Total Loss,9127.39,8,3,2,1
POL100692,FL,1750,Female,Trivial,508.83,11,0,6,0
POL109807,PA,500,Male,Trivial,567.02,7,2,5,0
POL104956,TX,1750,Female,Trivial,655.69,6,1,3,0
POL106751,FL,1000,Male,Minor,1575.73,1,0,4,0
POL108570,TX,500,Male,Minor,1390.42,5,3,3,0
POL104369,NY,1000,Female,Major,4134.98,4,1,2,1
POL102765,OH,1000,Male,Trivial,505.83,14,1,4,0
POL103929,CA,1000,Female,Minor,1252.87,7,3,6,0
POL107300,CA,1000,Male,Major,4034.21,1,3,9,0
POL108827,TX,1750,Female,Major,5806.29,18,0,7,1
POL107700,OH,1000,Male,Trivial,460.88,5,0,2,1
POL109180,TX,1750,Male,Minor,1806.16,18,1,4,0
POL100628,CA,500,Female,Major,5635.08,1,1,5,0
POL102451,OH,1000,Male,Major,4600.53,13,0,5,0
POL106387,IL,1000,Male,Minor,1308.36,17,0,4,0
POL109095,OH,500,Male,Major,5309.53,18,2,7,1
POL103824,NY,1000,Male,Trivial,411.55,4,1,2,0
POL109071,IL,1000,Female,Trivial,424.17,17,1,7,0
POL102652,TX,500,Male,Minor,1809.35,6,2,6,0
POL109202,FL,1750,Male,Minor,865.95,11,1,5,0
POL103743,CA,1000,Male,Major,4868.28,14,0,1,0
POL102176,NY,500,Male,Major,4715.78,19,0,4,1
POL109742,OH,1000,Female,Minor,1575.9,19,0,6,1
POL103318,IL,1750,Female,Minor,1292.61,7,0,3,0
POL106492,TX,1000,Male,Major,4466.64,15,2,8,0
POL102787,NY,1750,Female,Minor,1648.78,11,1,2,0
POL104105,PA,500,Female,Total Loss,7642.01,2,1,8,1
POL108730,NY,1750,Female,Trivial,463.09,1,0,4,0
POL101676,CA,1000,Male,Minor,1831.71,3,0,9,0
POL103947,PA,1000,Female,Minor,1687.85,6,0,4,0
POL104444,TX,1000,Male,Major,4675.82,10,3,8,1
